S1_0.0,S2_0.0,S3_0.0,S4_0.0,S5_0.0,S6_0.0,S7_0.0,S8_0.0,S9_0.0,S10_0.0,S11_0.0,S12_0.0,S13_0.0,S14_0.0,S15_0.0,S16_0.0,S17_0.0
0.03053805596690436,0.01640808222778958,0.04716981132075471,0.025380375968876365,0.018077098962671068,0.013943050924551293,0.4999999999999999,0.049019607843137296,0.05319148936170213,0.5,0.04716981132075472,0.04901960784313725,0.04716981132075471,0.11818181818181818,0.0423728813559322,0.0423728813559322,0.05555555555555554
